HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	NCBI Gene ID	Ensembl gene ID
HGNC:19709	IGBP1P1	IGBP1 pseudogene 1	Approved	C14orf19		14q13.2	AY168620		280655	ENSG00000226677
HGNC:43612	IGBP1P3	IGBP1 pseudogene 3	Approved			3p22.3			391526	ENSG00000231552
HGNC:43613	IGBP1P4	IGBP1 pseudogene 4	Approved			4q21.22			391672	ENSG00000250325
HGNC:43614	IGBP1P5	IGBP1 pseudogene 5	Approved			4p15.2			391642	ENSG00000250858
HGNC:9700	IGDCC3	immunoglobulin superfamily DCC subclass member 3	Approved	PUNC	HsT18880	15q22.31	AF063936	NM_004884	9543	ENSG00000174498
HGNC:13770	IGDCC4	immunoglobulin superfamily DCC subclass member 4	Approved		NOPE, LOC57722	15q22.31		NM_020962	57722	ENSG00000103742
HGNC:5462	IGER	symbol withdrawn, see [HGNC:7316](/data/gene-symbol-report/#!/hgnc_id/HGNC:7316)	Symbol Withdrawn	APY		11q12-q13				
HGNC:5463	IGES	immunoglobulin E concentration, serum	Entry Withdrawn			5q31.1				
HGNC:5464	IGF1	insulin like growth factor 1	Approved		IGF1A, IGFI, IGF-I, IGF	12q23.2	X00173	NM_000618	3479	ENSG00000017427
HGNC:5465	IGF1R	insulin like growth factor 1 receptor	Approved		JTK13, CD221, IGFIR, MGC18216, IGFR	15q26.3	M69229	NM_000875	3480	ENSG00000140443
HGNC:58474	IGF1R-AS2	IGF1R antisense RNA 2	Approved			15q26.3				ENSG00000259621
HGNC:5466	IGF2	insulin like growth factor 2	Approved	C11orf43	FLJ44734, IGF-II	11p15.5	M29645, AK025719	NM_000612	3481	ENSG00000167244
HGNC:14062	IGF2-AS	IGF2 antisense RNA	Approved	IGF2AS	PEG8, IGF2-AS1	11p15.5	AB030733	NR_028043	51214	ENSG00000099869
HGNC:28866	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	Approved		IMP-1, IMP1	17q21.32	AF198254	NM_006546	10642	ENSG00000159217
HGNC:28867	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2	Approved		IMP-2, p62, P62	3q27.2	BC021290	NM_006548	10644	ENSG00000073792
HGNC:32674	IGF2BP2-AS1	IGF2BP2 antisense RNA 1	Approved	C3orf65	FLJ32900	3q27.2	AK057462	NR_027317	646600	ENSG00000163915
HGNC:58593	IGF2BP2P1	IGF2BP2 pseudogene 1	Approved			12q12			727884	ENSG00000257674
HGNC:58594	IGF2BP2P2	IGF2BP2 pseudogene 2	Approved			1q21.1			644060	ENSG00000225603
HGNC:58595	IGF2BP2P3	IGF2BP2 pseudogene 3	Approved			8q22.2		NG_026056	100421893	ENSG00000236583
HGNC:28868	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	Approved		IMP-3, CT98, IMP3	7p15.3	AF117108	NM_006547	10643	ENSG00000136231
HGNC:58596	IGF2BP3P1	IGF2BP3 pseudogene 1	Approved			6q27			645468	ENSG00000235008
HGNC:58597	IGF2BP3P2	IGF2BP3 pseudogene 2	Approved			7p11.2			346296	ENSG00000213067
HGNC:5467	IGF2R	insulin like growth factor 2 receptor	Approved		CD222, MPRI, MPR1, CIMPR, M6P-R, CI-M6PR, CI-MPR, MPR300	6q25.3	J03528	NM_000876	3482	ENSG00000197081
HGNC:5468	IGFALS	insulin like growth factor binding protein acid labile subunit	Approved		ALS	16p13.3	M86826		3483	ENSG00000099769
HGNC:55655	IGFBP-AS1	IGFBP5 antisense RNA 1	Approved			2q35			101928278	
HGNC:5469	IGFBP1	insulin like growth factor binding protein 1	Approved	IBP1	IGF-BP25, AFBP, hIGFBP-1, PP12	7p12.3		NM_000596	3484	ENSG00000146678
HGNC:5471	IGFBP2	insulin like growth factor binding protein 2	Approved	IBP2		2q35		NM_000597	3485	ENSG00000115457
HGNC:5472	IGFBP3	insulin like growth factor binding protein 3	Approved		IBP3, BP-53	7p12.3		NM_001013398	3486	ENSG00000146674
HGNC:5473	IGFBP4	insulin like growth factor binding protein 4	Approved		IBP4, BP-4, HT29-IGFBP, IGFBP-4	17q21.2	M38177	NM_001552	3487	ENSG00000141753
HGNC:5474	IGFBP5	insulin like growth factor binding protein 5	Approved			2q35		NM_000599	3488	ENSG00000115461
HGNC:5475	IGFBP6	insulin like growth factor binding protein 6	Approved			12q13.13			3489	ENSG00000167779
HGNC:5476	IGFBP7	insulin like growth factor binding protein 7	Approved		MAC25, IGFBP-7, PSF, FSTL2	4q12	S75725		3490	ENSG00000163453
HGNC:40296	IGFBP7-AS1	IGFBP7 antisense RNA 1	Approved			4q12			255130	ENSG00000245067
HGNC:5470	IGFBP10	symbol withdrawn, see [HGNC:2654](/data/gene-symbol-report/#!/hgnc_id/HGNC:2654)	Symbol Withdrawn							
HGNC:20081	IGFBPL1	insulin like growth factor binding protein like 1	Approved		bA113O24.1	9p13.1		NM_001007563	347252	ENSG00000137142
HGNC:24093	IGFL1	IGF like family member 1	Approved		UNQ644	19q13.32	AY359013	NM_198541	374918	ENSG00000188293
HGNC:32956	IGFL1P1	IGF like family member 1 pseudogene 1	Approved		IGFL-5P	19q13.32			727703	ENSG00000268879
HGNC:32957	IGFL1P2	IGF like family member 1 pseudogene 2	Approved		IGFL-6P	19q13.32			727704	ENSG00000268238
HGNC:32929	IGFL2	IGF like family member 2	Approved		UNQ645	19q13.32	AY672112	NM_001002915	147920	ENSG00000204866
HGNC:52559	IGFL2-AS1	IGFL2 antisense RNA 1	Approved		AC006262.5	19q13.32			645553	ENSG00000268621
HGNC:32930	IGFL3	IGF like family member 3	Approved		UNQ483	19q13.32	AY358434	NM_207393	388555	ENSG00000188624
HGNC:32931	IGFL4	IGF like family member 4	Approved			19q13.32	AY672114	NM_001002923	444882	ENSG00000204869
HGNC:23620	IGFLR1	IGF like family receptor 1	Approved	U2AF1L4, TMEM149	FLJ22573	19q13.12	AK026226	NM_024660	79713	ENSG00000126246
HGNC:24607	IGFN1	immunoglobulin like and fibronectin type III domain containing 1	Approved		DKFZp434B1231, EEF1A2BP1	1q32.1	AY245430	NM_178275	91156	ENSG00000163395
HGNC:5477	IGH	immunoglobulin heavy locus	Approved	IGHDY1, IGH@		14q32.33		NG_001019	3492	
HGNC:5478	IGHA1	immunoglobulin heavy constant alpha 1	Approved		AL928768.3	14q32.33	J00220	NG_001019	3493	ENSG00000211895
HGNC:5479	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)	Approved			14q32.33	J00221	NG_001019	3494	ENSG00000211890
HGNC:5480	IGHD	immunoglobulin heavy constant delta	Approved		FLJ00382, FLJ46727, MGC29633	14q32.33	K02875	NG_001019	3495	ENSG00000211898
HGNC:5482	IGHD1-1	immunoglobulin heavy diversity 1-1	Approved		IGHD11	14q32.33	X97051	NG_001019	28510	ENSG00000236170
HGNC:5486	IGHD1-7	immunoglobulin heavy diversity 1-7	Approved		DM1, IGHD17	14q32.33	X13972	NG_001019	28509	ENSG00000237197
HGNC:5483	IGHD1-14	immunoglobulin heavy diversity 1-14 (non-functional)	Approved		IGHD114, DM2	14q32.33	X13972	NG_001019	28508	ENSG00000227108
HGNC:5484	IGHD1-20	immunoglobulin heavy diversity 1-20	Approved		IGHD120	14q32.33	X97051	NG_001019	28507	ENSG00000237020
HGNC:5485	IGHD1-26	immunoglobulin heavy diversity 1-26	Approved		IGHD126	14q32.33	X97051	NG_001019	28506	ENSG00000211907
HGNC:5487	IGHD1OR15-1A	immunoglobulin heavy diversity 1/OR15-1A (non-functional)	Approved		IGHD1/OR15-1A, IGHD1OR151A	15q11.2	X55575		28335	ENSG00000271336
HGNC:5488	IGHD1OR15-1B	immunoglobulin heavy diversity 1/OR15-1B (non-functional)	Approved		IGHD1/OR15-1B, IGHD1OR151B	15q11.2	X55576		28334	ENSG00000270185
HGNC:5490	IGHD2-2	immunoglobulin heavy diversity 2-2	Approved		IGHD22	14q32.33	J00232	NG_001019	28505	ENSG00000211931
HGNC:5492	IGHD2-8	immunoglobulin heavy diversity 2-8	Approved		IGHD28, DLR1	14q32.33	X13972	NG_001019	28504	ENSG00000211925
HGNC:5489	IGHD2-15	immunoglobulin heavy diversity 2-15	Approved		IGHD215, D2	14q32.33	J00234	NG_001019	28503	ENSG00000211918
HGNC:5491	IGHD2-21	immunoglobulin heavy diversity 2-21	Approved		IGHD221	14q32.33	J00235	NG_001019	28502	ENSG00000211912
HGNC:5493	IGHD2OR15-2A	immunoglobulin heavy diversity 2/OR15-2A (non-functional)	Approved		IGHD2/OR15-2A, IGHD2OR152A	15q11.2	X55577		28333	ENSG00000282599
HGNC:5494	IGHD2OR15-2B	immunoglobulin heavy diversity 2/OR15-2B (non-functional)	Approved		IGHD2/OR15-2B, IGHD2OR152B	15q11.2	X55578		28332	ENSG00000282268
HGNC:5498	IGHD3-3	immunoglobulin heavy diversity 3-3	Approved		IGHD33, DXP4	14q32.33	X13972	NG_001019	28501	ENSG00000211930
HGNC:5499	IGHD3-9	immunoglobulin heavy diversity 3-9	Approved		IGHD39, DXP1	14q32.33	X13972	NG_001019	28500	ENSG00000211924
HGNC:5495	IGHD3-10	immunoglobulin heavy diversity 3-10	Approved		IGHD310, DXP'1	14q32.33	X13972	NG_001019	28499	ENSG00000211923
HGNC:5496	IGHD3-16	immunoglobulin heavy diversity 3-16	Approved		IGHD316	14q32.33	X93614	NG_001019	28498	ENSG00000211917
HGNC:5497	IGHD3-22	immunoglobulin heavy diversity 3-22	Approved		IGHD322	14q32.33	X93616	NG_001019	28497	ENSG00000211911
HGNC:5500	IGHD3OR15-3A	immunoglobulin heavy diversity 3/OR15-3A (non-functional)	Approved		IGHD3/OR15-3A, IGHD3OR153A	15q11.2	X55579		28331	ENSG00000282520
HGNC:5501	IGHD3OR15-3B	immunoglobulin heavy diversity 3/OR15-3B (non-functional)	Approved		IGHD3/OR15-3B, IGHD3OR153B	15q11.2	X55580		28330	ENSG00000282089
HGNC:5505	IGHD4-4	immunoglobulin heavy diversity 4-4	Approved		IGHD44, DA4	14q32.33	X13972	NG_001019	28496	ENSG00000233655
HGNC:5502	IGHD4-11	immunoglobulin heavy diversity 4-11 (non-functional)	Approved		IGHD411, DA1	14q32.33	X13972	NG_001019	28495	ENSG00000232543
HGNC:5503	IGHD4-17	immunoglobulin heavy diversity 4-17	Approved		IGHD417	14q32.33	X97051	NG_001019	28494	ENSG00000227800
HGNC:5504	IGHD4-23	immunoglobulin heavy diversity 4-23 (non-functional)	Approved		IGHD423	14q32.33	X97051	NG_001019	28493	ENSG00000227196
HGNC:5506	IGHD4OR15-4A	immunoglobulin heavy diversity 4/OR15-4A (non-functional)	Approved		IGHD4/OR15-4A, IGHD4OR154A	15q11.2	X55581		28329	ENSG00000271317
HGNC:5507	IGHD4OR15-4B	immunoglobulin heavy diversity 4/OR15-4B (non-functional)	Approved		IGHD4/OR15-4B, IGHD4OR154B	15q11.2	X55582		28328	ENSG00000270451
HGNC:5511	IGHD5-5	immunoglobulin heavy diversity 5-5	Approved		IGHD55, DK4	14q32.33	X13972	NG_001019	28492	ENSG00000211928
HGNC:5508	IGHD5-12	immunoglobulin heavy diversity 5-12	Approved		IGHD512, DK1	14q32.33	X13972	NG_001019	28491	ENSG00000211921
HGNC:5509	IGHD5-18	immunoglobulin heavy diversity 5-18	Approved		IGHD518	14q32.33	X97051	NG_001019	28490	ENSG00000211915
HGNC:5510	IGHD5-24	immunoglobulin heavy diversity 5-24 (non-functional)	Approved		IGHD524	14q32.33	X97051	NG_001019	28489	ENSG00000211909
HGNC:5512	IGHD5OR15-5A	immunoglobulin heavy diversity 5/OR15-5A (non-functional)	Approved		IGHD5/OR15-5A, IGHD5OR155A	15q11.2	X55583		28327	ENSG00000270961
HGNC:5513	IGHD5OR15-5B	immunoglobulin heavy diversity 5/OR15-5B (non-functional)	Approved		IGHD5/OR15-5B, IGHD5OR155B	15q11.2	X55584		28326	ENSG00000270824
HGNC:5517	IGHD6-6	immunoglobulin heavy diversity 6-6	Approved		IGHD66, D(N4)	14q32.33	X13972	NG_001019	28488	ENSG00000228131
HGNC:5514	IGHD6-13	immunoglobulin heavy diversity 6-13	Approved		IGHD613, DN1	14q32.33	X13972	NG_001019	28487	ENSG00000211920
HGNC:5515	IGHD6-19	immunoglobulin heavy diversity 6-19	Approved		IGHD619	14q32.33	X97051	NG_001019	28486	ENSG00000211914
HGNC:5516	IGHD6-25	immunoglobulin heavy diversity 6-25	Approved		IGHD625	14q32.33	X97051	NG_001019	28485	ENSG00000225825
HGNC:5518	IGHD7-27	immunoglobulin heavy diversity 7-27	Approved		IGHD727, DHQ52	14q32.33	J00256	NG_001019	28484	ENSG00000236597
HGNC:5481	IGHD@	immunoglobulin heavy diversity cluster	Entry Withdrawn			14q32.33				
HGNC:5519	IGHDOR15@	immunoglobulin heavy diversity orphans on chromosome 15	Entry Withdrawn	IGHDY2	IGHD/OR15	15q11.2				
HGNC:5520	IGHDY1	symbol withdrawn, see [HGNC:5477](/data/gene-symbol-report/#!/hgnc_id/HGNC:5477)	Symbol Withdrawn							
HGNC:5521	IGHDY2	symbol withdrawn, see [HGNC:5519](/data/gene-symbol-report/#!/hgnc_id/HGNC:5519)	Symbol Withdrawn							
HGNC:5522	IGHE	immunoglobulin heavy constant epsilon	Approved			14q32.33	J00222	NG_001019	3497	ENSG00000211891
HGNC:5523	IGHEP1	immunoglobulin heavy constant epsilon P1 (pseudogene)	Approved			14q32.33	J00223		3498	ENSG00000253692
HGNC:5524	IGHEP2	immunoglobulin heavy constant epsilon P2 (pseudogene)	Approved			9p24.1	K01241	NG_003254	3499	ENSG00000254017
HGNC:5525	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	Approved			14q32.33	J00228	NG_001019	3500	ENSG00000211896
HGNC:5526	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker)	Approved			14q32.33	J00230	NG_001019	3501	ENSG00000211893
HGNC:5527	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)	Approved			14q32.33	M12958	NG_001019	3502	ENSG00000211897
HGNC:5528	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)	Approved			14q32.33	K01316	NG_001019	3503	ENSG00000211892
HGNC:5529	IGHGP	immunoglobulin heavy constant gamma P (non-functional)	Approved	IGHGP1		14q32.33	X06766	NG_001019	3505	ENSG00000253755
HGNC:5530	IGHJ	symbol withdrawn, see [HGNC:5531](/data/gene-symbol-report/#!/hgnc_id/HGNC:5531)	Symbol Withdrawn							
HGNC:5532	IGHJ1	immunoglobulin heavy joining 1	Approved			14q32.33	J00256	NG_001019	28483	ENSG00000211905
HGNC:5533	IGHJ1P	immunoglobulin heavy joining 1P (pseudogene)	Approved		Jpsi1	14q32.33	J00256	NG_001019	28482	ENSG00000227335
HGNC:5534	IGHJ2	immunoglobulin heavy joining 2	Approved			14q32.33	J00256	NG_001019	28481	ENSG00000211904
HGNC:5535	IGHJ2P	immunoglobulin heavy joining 2P (pseudogene)	Approved		Jpsi2	14q32.33	J00256	NG_001019	28480	ENSG00000237547
HGNC:5536	IGHJ3	immunoglobulin heavy joining 3	Approved			14q32.33	J00256	NG_001019	28479	ENSG00000242887
HGNC:5537	IGHJ3P	immunoglobulin heavy joining 3P (pseudogene)	Approved		Jpsi3	14q32.33	J00256	NG_001019	28478	ENSG00000237111
HGNC:5538	IGHJ4	immunoglobulin heavy joining 4	Approved			14q32.33	J00256	NG_001019	28477	ENSG00000240041
HGNC:5539	IGHJ5	immunoglobulin heavy joining 5	Approved			14q32.33	J00256	NG_001019	28476	ENSG00000242472
HGNC:5540	IGHJ6	immunoglobulin heavy joining 6	Approved			14q32.33	J00256	NG_001019	28475	ENSG00000211900
HGNC:5531	IGHJ@	immunoglobulin heavy joining cluster	Entry Withdrawn	IGHJ		14q32.33				
HGNC:5541	IGHM	immunoglobulin heavy constant mu	Approved			14q32.33	X14940	NG_001019	3507	ENSG00000211899
HGNC:5542	IGHMBP2	immunoglobulin mu DNA binding protein 2	Approved		ZFAND7, SMUBP2, CATF1, SMARD1, HCSA, HMN6, CMT2S	11q13.3	L14754	NM_002180	3508	ENSG00000132740
HGNC:5543	IGHR	immunoglobulin heavy chain regulator	Entry Withdrawn			14q32.33				
HGNC:5544	IGHV	symbol withdrawn, see [HGNC:5545](/data/gene-symbol-report/#!/hgnc_id/HGNC:5545)	Symbol Withdrawn							
HGNC:5550	IGHV1-2	immunoglobulin heavy variable 1-2	Approved		V35	14q32.33	X07448	NG_001019	28474	ENSG00000211934
HGNC:5552	IGHV1-3	immunoglobulin heavy variable 1-3	Approved		VI-3B	14q32.33	X62109	NG_001019	28473	ENSG00000211935
HGNC:5559	IGHV1-8	immunoglobulin heavy variable 1-8	Approved			14q32.33 not on reference assembly	M99637	NG_001019	28472	
HGNC:5546	IGHV1-12	immunoglobulin heavy variable 1-12 (pseudogene)	Approved			14q32.33	X92210	NG_001019	28471	ENSG00000254174
HGNC:5547	IGHV1-14	immunoglobulin heavy variable 1-14 (pseudogene)	Approved			14q32.33	M99639	NG_001019	28470	ENSG00000253709
HGNC:5548	IGHV1-17	immunoglobulin heavy variable 1-17 (pseudogene)	Approved			14q32.33	M99640	NG_001019	28469	ENSG00000254046
HGNC:5549	IGHV1-18	immunoglobulin heavy variable 1-18	Approved			14q32.33	M99641	NG_001019	28468	ENSG00000211945
HGNC:5551	IGHV1-24	immunoglobulin heavy variable 1-24	Approved			14q32.33	M99642	NG_001019	28467	ENSG00000211950
HGNC:5560	IGHV1-38-4	immunoglobulin heavy variable 1-38-4 (non-functional)	Approved	IGHV1-C	IGHV1-c	14q32.33 not on reference assembly	KF698736		28460	
HGNC:5553	IGHV1-45	immunoglobulin heavy variable 1-45	Approved			14q32.33	X92209	NG_001019	28466	ENSG00000211961
HGNC:5554	IGHV1-46	immunoglobulin heavy variable 1-46	Approved			14q32.33	X92343	NG_001019	28465	ENSG00000211962
HGNC:5555	IGHV1-58	immunoglobulin heavy variable 1-58	Approved			14q32.33	M29809	NG_001019	28464	ENSG00000211968
HGNC:5556	IGHV1-67	immunoglobulin heavy variable 1-67 (pseudogene)	Approved			14q32.33	X92212	NG_001019	28463	ENSG00000253274
HGNC:5557	IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene)	Approved			14q32.33	AB019437	NG_001019	28462	ENSG00000253703
HGNC:5558	IGHV1-69	immunoglobulin heavy variable 1-69	Approved	IGHV1-E		14q32.33	L22582	NG_001019	28461	ENSG00000211973
HGNC:5562	IGHV1-69-2	immunoglobulin heavy variable 1-69-2	Approved	IGHV1-F	IGHV1-f	14q32.33	KF698734	NG_001019	28458	ENSG00000281990
HGNC:49601	IGHV1-69D	immunoglobulin heavy variable 1-69D	Approved			14q32.33	KC713934	NG_001019	102723169	ENSG00000280411
HGNC:5561	IGHV1-E	symbol withdrawn, see [HGNC:5558](/data/gene-symbol-report/#!/hgnc_id/HGNC:5558)	Symbol Withdrawn			14q32.32-q32.33				
HGNC:5563	IGHV1OR15-1	immunoglobulin heavy variable 1/OR15-1 (non-functional)	Approved		IGHV1/OR15-1	15q11.2	Z29631		388077	ENSG00000270505
HGNC:5564	IGHV1OR15-2	immunoglobulin heavy variable 1/OR15-2 (pseudogene)	Approved		IGHV1/OR15-2	15q11.1	L25543		100287128	ENSG00000259337
HGNC:5565	IGHV1OR15-3	immunoglobulin heavy variable 1/OR15-3 (pseudogene)	Approved		IGHV1/OR15-3	15q11.2	Z29595		646370	ENSG00000271288
HGNC:5566	IGHV1OR15-4	immunoglobulin heavy variable 1/OR15-4 (pseudogene)	Approved		IGHV1/OR15-4	15q11.2	Z29596		646379	ENSG00000270356
HGNC:5567	IGHV1OR15-5	immunoglobulin heavy variable 1/OR15-5 (non-functional)	Approved		IGHV1/OR15-5	15q11.2 not on reference assembly	Z29633	NG_016978	100384884	
HGNC:5568	IGHV1OR15-6	immunoglobulin heavy variable 1/OR15-6 (pseudogene)	Approved		IGHV1/OR15-6	15q11.2	Z29634		28320	ENSG00000270685
HGNC:5569	IGHV1OR15-9	immunoglobulin heavy variable 1/OR15-9 (non-functional)	Approved	VSIG7	IGHV1/OR15-9, IGHV1OR159	15q11.1	L25542		390531	ENSG00000188403
HGNC:5570	IGHV1OR16-1	immunoglobulin heavy variable 1/OR16-1 (pseudogene)	Approved		IGHV1/OR16-1	16p11.2	Z29599		28315	ENSG00000261704
HGNC:5571	IGHV1OR16-2	immunoglobulin heavy variable 1/OR16-2 (pseudogene)	Approved		IGHV1/OR16-2	16p11.2	Z29600		28314	ENSG00000259852
HGNC:5572	IGHV1OR16-3	immunoglobulin heavy variable 1/OR16-3 (pseudogene)	Approved		IGHV1/OR16-3	16p11.2	Z29639		28313	ENSG00000260048
HGNC:5573	IGHV1OR16-4	immunoglobulin heavy variable 1/OR16-4 (pseudogene)	Approved		IGHV1/OR16-4	16p11.2	Z17397		28312	ENSG00000259997
HGNC:38040	IGHV1OR21-1	immunoglobulin heavy variable 1/OR21-1 (non-functional)	Approved		IGHV1/OR21-1	21p11.2		NG_011680	390530	ENSG00000277282
HGNC:5576	IGHV2-5	immunoglobulin heavy variable 2-5	Approved			14q32.33	X62111	NG_001019	28457	ENSG00000211937
HGNC:5574	IGHV2-10	immunoglobulin heavy variable 2-10 (pseudogene)	Approved			14q32.33 not on reference assembly	M99647	NG_001019	28456	
HGNC:5575	IGHV2-26	immunoglobulin heavy variable 2-26	Approved			14q32.33	M99648	NG_001019	28455	ENSG00000211951
HGNC:5577	IGHV2-70	immunoglobulin heavy variable 2-70	Approved			14q32.33	L21969	NG_001019	28454	ENSG00000274576
HGNC:49602	IGHV2-70D	immunoglobulin heavy variable 2-70D	Approved			14q32.33	KC713935	NG_001019	102723168	ENSG00000211974
HGNC:5578	IGHV2@	symbol withdrawn, see [HGNC:5711](/data/gene-symbol-report/#!/hgnc_id/HGNC:5711)	Symbol Withdrawn							
HGNC:5579	IGHV2OR16-5	immunoglobulin heavy variable 2/OR16-5 (non-functional)	Approved		IGHV2/OR16-5	16p11.2	L25544		100129631	ENSG00000259303
HGNC:5613	IGHV3-6	immunoglobulin heavy variable 3-6 (pseudogene)	Approved			14q32.33	M99650	NG_001019	28453	ENSG00000253763
HGNC:5620	IGHV3-7	immunoglobulin heavy variable 3-7	Approved			14q32.33	M99649	NG_001019	28452	ENSG00000211938
HGNC:5628	IGHV3-9	immunoglobulin heavy variable 3-9	Approved			14q32.33	M99651	NG_001019	28451	
HGNC:5580	IGHV3-11	immunoglobulin heavy variable 3-11	Approved			14q32.33	M99652	NG_001019	28450	ENSG00000211941
HGNC:5581	IGHV3-13	immunoglobulin heavy variable 3-13	Approved			14q32.33	X92217	NG_001019	28449	ENSG00000211942
HGNC:5582	IGHV3-15	immunoglobulin heavy variable 3-15	Approved			14q32.33	X92216	NG_001019	28448	ENSG00000211943
HGNC:5583	IGHV3-16	immunoglobulin heavy variable 3-16 (non-functional)	Approved			14q32.33	M99655	NG_001019	28447	ENSG00000211944
HGNC:5584	IGHV3-19	immunoglobulin heavy variable 3-19 (pseudogene)	Approved			14q32.33	M99656	NG_001019	28446	ENSG00000253883
HGNC:5585	IGHV3-20	immunoglobulin heavy variable 3-20	Approved			14q32.33	M99657	NG_001019	28445	ENSG00000211946
HGNC:5586	IGHV3-21	immunoglobulin heavy variable 3-21	Approved			14q32.33	Z14073	NG_001019	28444	ENSG00000211947
HGNC:5587	IGHV3-22	immunoglobulin heavy variable 3-22 (pseudogene)	Approved			14q32.33	M99659	NG_001019	28443	ENSG00000253957
HGNC:5588	IGHV3-23	immunoglobulin heavy variable 3-23	Approved			14q32.33	M99660	NG_001019	28442	ENSG00000211949
HGNC:5589	IGHV3-25	immunoglobulin heavy variable 3-25 (pseudogene)	Approved			14q32.33	M99661	NG_001019	28441	ENSG00000253441
HGNC:5590	IGHV3-29	immunoglobulin heavy variable 3-29 (pseudogene)	Approved			14q32.33	M99662	NG_001019	28440	ENSG00000270474
HGNC:5591	IGHV3-30	immunoglobulin heavy variable 3-30	Approved			14q32.33	M83134	NG_001019	28439	ENSG00000270550
HGNC:5592	IGHV3-30-2	immunoglobulin heavy variable 3-30-2 (pseudogene)	Approved			14q32.33	AB019439	NG_001019	28438	ENSG00000253587
HGNC:5593	IGHV3-30-3	immunoglobulin heavy variable 3-30-3	Approved			14q32.33 not on reference assembly	X92283		57290	
HGNC:5594	IGHV3-30-5	immunoglobulin heavy variable 3-30-5	Approved			14q32.33 not on reference assembly	M83134		89770	
HGNC:5595	IGHV3-32	immunoglobulin heavy variable 3-32 (pseudogene)	Approved			14q32.33	M99664	NG_001019	28435	ENSG00000254289
HGNC:5596	IGHV3-33	immunoglobulin heavy variable 3-33	Approved			14q32.33	L06618	NG_001019	28434	ENSG00000211955
HGNC:5597	IGHV3-33-2	immunoglobulin heavy variable 3-33-2 (pseudogene)	Approved			14q32.33	AB019439	NG_001019	28433	ENSG00000253440
HGNC:5598	IGHV3-35	immunoglobulin heavy variable 3-35 (non-functional)	Approved			14q32.33	M99666	NG_001019	28432	ENSG00000211957
HGNC:5599	IGHV3-36	immunoglobulin heavy variable 3-36 (pseudogene)	Approved			14q32.33	M99667	NG_001019	28431	ENSG00000253240
HGNC:5600	IGHV3-37	immunoglobulin heavy variable 3-37 (pseudogene)	Approved			14q32.33	M99668	NG_001019	28430	ENSG00000253359
HGNC:5601	IGHV3-38	immunoglobulin heavy variable 3-38 (non-functional)	Approved			14q32.33	M99669	NG_001019	28429	ENSG00000211958
HGNC:5629	IGHV3-38-3	immunoglobulin heavy variable 3-38-3 (non-functional)	Approved	IGHV3-D	IGHV3-d	14q32.33 not on reference assembly	KF698732		28404	
HGNC:5602	IGHV3-41	immunoglobulin heavy variable 3-41 (pseudogene)	Approved			14q32.33	M99670	NG_001019	28428	ENSG00000278473
